Horodate;Sous profil;Groupe période mobile;Coefficient dynamique j+1;Indicateur dispersion des poids;Indicateur de précision
2023-04-12T22:00:00+02:00;PRO3_BUHC;NA;2.4782901285;100.0;100.0
2023-04-12T22:00:00+02:00;PRO4-NORD_HC;NA;0.7204621754;100.0;100.0
2023-04-12T22:00:00+02:00;RES4-SUD_HC;NA;0.8361173247;100.0;100.0
2023-04-12T22:00:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;PRO2_HC;NA;0.488104042;100.0;100.0
2023-04-12T22:00:00+02:00;RES1_BASE;NA;1.0577328698;100.0;100.0
2023-04-12T22:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES2_HC;NA;0.5969818201;100.0;100.0
2023-04-12T22:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;PRO4-BRET_HC;NA;0.6512594324;100.0;100.0
2023-04-12T22:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;RES4-NORD_HC;NA;0.9176494613;100.0;100.0
2023-04-12T22:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T22:00:00+02:00;PRO5_BASE;NA;1.8765110764;100.0;100.0
2023-04-12T22:00:00+02:00;RES4-PACA_HC;NA;0.711771127;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-PACA_HC;NA;0.6862246148;100.0;100.0
2023-04-12T21:30:00+02:00;PRO5_BASE;NA;2.0759026976;100.0;100.0
2023-04-12T21:30:00+02:00;PRO2_HC;NA;0.2685476837;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO1_BASE;NA;0.8218937824;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-NORD_HC;NA;0.7498888691;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-SUD_HC;NA;0.8735118969;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-PACA_HC;NA;0.7529241082;100.0;100.0
2023-04-12T21:30:00+02:00;RES11_BASE;NA;1.2053815904;100.0;100.0
2023-04-12T21:30:00+02:00;PRD3_BASE;NA;3.5882e-06;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-BRET_HC;NA;0.6752056827;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-BRET_HC;NA;1.0584317659;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_BUHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES1_BASE;NA;1.1442261984;100.0;100.0
2023-04-12T21:30:00+02:00;PRO2_HP;NA;1.1278467227;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_BUHP;NA;1.0450596723;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-NORD_HC;NA;0.9771629008;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_BUHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_BUHP;NA;0.8459038333;100.0;100.0
2023-04-12T21:30:00+02:00;RES2_HC;NA;0.4533246493;100.0;100.0
2023-04-12T21:30:00+02:00;RES2_HP;NA;1.2969316775;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO4-SUD_HC;NA;0.7698870996;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-12T21:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-PACA_HC;NA;0.7176392687;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_BUHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO2_HC;NA;0.187992257;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_BUHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-SUD_HC;NA;0.9546963107;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO5_BASE;NA;2.0696966847;100.0;100.0
2023-04-12T21:00:00+02:00;RES11_BASE;NA;1.2867739417;100.0;100.0
2023-04-12T21:00:00+02:00;PRD3_BASE;NA;3.7963e-06;100.0;100.0
2023-04-12T21:00:00+02:00;RES2_HC;NA;0.2989102193;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_BUHP;NA;1.0829369688;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-NORD_HC;NA;1.0473192515;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-SUD_HC;NA;0.8181239058;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO2_HP;NA;1.2007849637;100.0;100.0
2023-04-12T21:00:00+02:00;RES1_BASE;NA;1.2325613602;100.0;100.0
2023-04-12T21:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-BRET_HC;NA;0.7076806754;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO1_BASE;NA;0.8409940286;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-BRET_HC;NA;1.1378067422;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_BUHP;NA;0.8973492528;100.0;100.0
2023-04-12T21:00:00+02:00;RES4-PACA_HC;NA;0.8181733012;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;RES2_HP;NA;1.3794241752;100.0;100.0
2023-04-12T21:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T21:00:00+02:00;PRO4-NORD_HC;NA;0.7853891807;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_BUHP;NA;1.1190605642;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-NORD_HC;NA;1.0671574063;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRD3_BASE;NA;0.0012797674;100.0;100.0
2023-04-12T20:30:00+02:00;PRO2_HC;NA;0.0482850681;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-NORD_HC;NA;0.8336901867;100.0;100.0
2023-04-12T20:30:00+02:00;RES2_HC;NA;0.0637459517;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO5_BASE;NA;1.147913197;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-PACA_HC;NA;0.7414400788;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_BUHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-SUD_HC;NA;1.0061062674;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-SUD_HC;NA;0.8555908811;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_BUHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_BUHP;NA;0.9479162257;100.0;100.0
2023-04-12T20:30:00+02:00;RES1_BASE;NA;1.3404582711;100.0;100.0
2023-04-12T20:30:00+02:00;PRO1_BASE;NA;0.8592167985;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-BRET_HC;NA;1.1973763747;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-PACA_HC;NA;0.8397351689;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-BRET_HC;NA;0.7307337359;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO2_HP;NA;1.2825263935;100.0;100.0
2023-04-12T20:30:00+02:00;RES2_HP;NA;1.5060647571;100.0;100.0
2023-04-12T20:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES11_BASE;NA;1.3307542976;100.0;100.0
2023-04-12T20:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-12T20:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_BUHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-NORD_HC;NA;0.8873665421;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_BUHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRD3_BASE;NA;0.0202710545;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-BRET_HC;NA;0.7813624;100.0;100.0
2023-04-12T20:00:00+02:00;RES2_HP;NA;1.5514995082;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-NORD_HC;NA;1.0745353995;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES2_HC;NA;0.0195561402;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO1_BASE;NA;0.8635178364;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-PACA_HC;NA;0.7531517142;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-BRET_HC;NA;1.162252788;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-SUD_HC;NA;1.0288831902;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES1_BASE;NA;1.4389191196;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_BUHP;NA;0.9991223699;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO2_HP;NA;1.3194842867;100.0;100.0
2023-04-12T20:00:00+02:00;RES11_BASE;NA;1.3666548836;100.0;100.0
2023-04-12T20:00:00+02:00;RES3_BUHP;NA;1.132027848;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T20:00:00+02:00;PRO4-SUD_HC;NA;0.8951434342;100.0;100.0
2023-04-12T20:00:00+02:00;PRO5_BASE;NA;0.1585695453;100.0;100.0
2023-04-12T20:00:00+02:00;PRO2_HC;NA;0.0148101108;100.0;100.0
2023-04-12T20:00:00+02:00;RES4-PACA_HC;NA;0.8941187533;100.0;100.0
2023-04-12T19:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO4-PACA_HC;NA;0.7633587071;100.0;100.0
2023-04-12T19:30:00+02:00;RES3_BUHC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO4-SUD_HC;NA;0.9438851088;100.0;100.0
2023-04-12T19:30:00+02:00;RES4-NORD_HC;NA;1.0715957661;100.0;100.0
2023-04-12T19:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;RES11_BASE;NA;1.3446377932;100.0;100.0
2023-04-12T19:30:00+02:00;RES4-PACA_HC;NA;0.9114215887;100.0;100.0
2023-04-12T19:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO1_BASE;NA;0.9062901193;100.0;100.0
2023-04-12T19:30:00+02:00;PRO2_HC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO2_HP;NA;1.3849006527;100.0;100.0
2023-04-12T19:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;RES1_BASE;NA;1.406842321;100.0;100.0
2023-04-12T19:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO4-NORD_HC;NA;0.9103885814;100.0;100.0
2023-04-12T19:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;RES2_HC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;RES2_HP;NA;1.5579741221;100.0;100.0
2023-04-12T19:30:00+02:00;PRO3_BUHC;NA;0.0;100.0;100.0
2023-04-12T19:30:00+02:00;PRO4-BRET_HC;NA;0.8480126361;100.0;100.0
